"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Nov 12, 2025 6:25:39 AM PST","24878374791","Order","S01-0372754-2139662","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","O FALLON","MO","63366","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 12, 2025 6:42:59 AM PST","24878374791","Order","S01-5965353-6578812","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","ALLIANCE","OH","44601","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 12, 2025 6:43:47 AM PST","24878374791","Order","S01-6730625-6683645","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","ERIE","PA","16502","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 12, 2025 7:37:03 AM PST","24878374791","Order","114-7118346-6357834","AXE-SH-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","DANBURY","CT","06810","MarketplaceFacilitator","36.65","2.09","2.76","0","0","0","0","0","-6.43","0","-2.09","-4.95","0","0","0","28.03"
"Nov 12, 2025 1:32:55 PM PST","24878374791","Order","S01-6064661-1858845","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CEDAR RAPIDS","IA","52404","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 12, 2025 1:33:54 PM PST","24878374791","Order","S01-5353742-4726002","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-8.26","0","0","-8.26"
"Nov 12, 2025 4:05:28 PM PST","24878374791","Order","113-6663824-7124255","AXE-GBWS-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","MARIETTA","GA","30064","MarketplaceFacilitator","37.34","2.02","0","0","0","0","0","0","-3.73","0","-2.02","-5.04","0","0","0","28.57"
"Nov 12, 2025 9:53:47 PM PST","24878374791","Order","S01-5342101-5446026","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","MINERAL BLUFF","GA","30559","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 12, 2025 10:56:07 PM PST","24878374791","Order","111-9565737-7013040","AXE-GBWS-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","TRINITY","FL","34655","MarketplaceFacilitator","44.99","2.52","0","0","0","0","0","0","-9.00","0","-2.52","-5.40","-6.44","0","0","24.15"
"Nov 12, 2025 11:49:21 PM PST","24878374791","Order","111-7693988-3017834","AXE-WS-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","IONE","OR","97843","","26.99","0","0","0","0","0","0","0","-2.70","0","0","-3.64","-6.44","0","0","14.21"
"Nov 13, 2025 2:34:11 AM PST","24878374791","Order","S01-0974242-9106800","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","GREENWOOD","SC","29646","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 13, 2025 3:02:51 AM PST","24878374791","Order","113-8649649-6573856","GB-CA-02-WOLF","Grumpy Bear Camping Hatchet with Wolf Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","Missouri City","Missouri","64072","MarketplaceFacilitator","29.99","1.60","0","0","0","0","0","0","0","0","-1.60","-4.50","0","0","0","25.49"
"Nov 13, 2025 4:14:46 AM PST","24878374791","Amazon Fees","cb680a32-d849-4964-af2e-e449b4b3627f","","Coupon Performance Based Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","-17.84","0","0","0","-17.84"
"Nov 13, 2025 4:20:24 AM PST","24878374791","Amazon Fees","cb680a32-d849-4964-af2e-e449b4b3627f","","Coupon Participation Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","-5.00","0","0","0","-5.00"
"Nov 13, 2025 5:33:29 AM PST","24878374791","Order","S01-5353742-4726002","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-8.26","0","0","-8.26"
"Nov 13, 2025 9:24:09 AM PST","24878374791","Order","S01-3351550-6719624","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 13, 2025 9:35:20 AM PST","24878374791","Refund","111-7693988-3017834","AXE-WS-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","IONE","OR","97843","","-26.99","0","0","0","0","0","0","0","2.70","0","0","2.91","0","0","0","-21.38"
"Nov 13, 2025 11:35:18 AM PST","24878374791","Order","S01-2081273-9801240","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","SUN PRAIRIE","WI","53590","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 13, 2025 12:22:23 PM PST","24878374791","Order","S01-3855942-2414013","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","TRAVERSE CITY","MI","49685","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 13, 2025 11:07:57 PM PST","24878374791","Order","111-5018422-1617052","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","ALBUQUERQUE","NM","87121","MarketplaceFacilitator","34.77","2.39","0","0","0","0","0","0","-3.48","0","-2.39","-4.69","0","0","0","26.60"
"Nov 14, 2025 12:03:40 AM PST","24878374791","Order","111-8159547-2349847","C-axe-02","Full Tang Survival Camping Axe with Wood Ergonomic Handle and Nylon Sheath Sheath - High Carbon Stainless Steel, Multi-Tool for Outdoor, Hunting, Emer","1","amazon.com","Standard Orders","Amazon","DERIDDER","LA","70634","MarketplaceFacilitator","29.99","3.00","0","0","0","0","0","0","0","0","-3.00","-4.50","-6.44","0","0","19.05"
"Nov 14, 2025 5:42:06 AM PST","24878374791","Order","113-0346127-3567416","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","SAN ANTONIO","TX","78252","MarketplaceFacilitator","34.77","2.58","0.31","0","0","0","0","0","-3.78","0","-5.16","-9.40","0","0","0","19.32"
"Nov 14, 2025 5:42:06 AM PST","24878374791","Order","113-0346127-3567416","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","SAN ANTONIO","TX","78252","","34.77","2.58","0.32","0","0","0","0","0","-3.80","0","0","0","0","0","0","33.87"
"Nov 14, 2025 6:57:23 AM PST","24878374791","Order","S01-1216664-0971617","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","SAINT CLOUD","FL","34769","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 7:25:40 AM PST","24878374791","Order","113-7233749-0000216","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","RHOME","TX","76078","MarketplaceFacilitator","35.18","2.90","0","0","0","0","0","0","0","0","-2.90","-5.28","0","0","0","29.90"
"Nov 14, 2025 7:27:04 AM PST","24878374791","Order","111-4579220-1189053","Axe-F-R-S","Grumpy Bear 11"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","BONNEY LAKE","WA","98391","MarketplaceFacilitator","33.24","3.16","1.00","0","0","0","0","0","-1.00","0","-3.16","-4.99","0","0","0","28.25"
"Nov 14, 2025 8:44:40 AM PST","24878374791","Order","S01-9043088-7695656","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","SCOTTSBORO","AL","35768","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 8:57:27 AM PST","24878374791","Order","S01-1628617-9241212","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","MERIDIAN","MS","39301","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 11:39:34 AM PST","24878374791","Order","S01-4284796-3034020","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","BELMONT","NH","03220","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 1:47:16 PM PST","24878374791","Order","S01-4510400-4154808","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 2:31:28 PM PST","24878374791","Order","S01-9395447-2501269","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","HUDSON FALLS","NY","12839","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 7:19:58 PM PST","24878374791","Order","S01-7236259-4006036","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","BRIDGEPORT","WV","26330","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 14, 2025 10:13:41 PM PST","24878374791","Amazon Fees","","","Vine Enrollment Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","-56.25","0","0","0","-56.25"
"Nov 14, 2025 11:29:50 PM PST","24878374791","Order","S01-7640779-7423668","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CHESAPEAKE","OH","45619","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 12:47:50 AM PST","24878374791","Order","112-5312424-1834657","GB-CA-02-LION","Grumpy Bear Camping Hatchet with Lion Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","SPRING VALLEY","CA","91977","MarketplaceFacilitator","29.99","2.32","1.06","0.08","0","0","0","0","0","0","-2.40","-4.50","-6.74","0","0","19.81"
"Nov 15, 2025 2:46:52 AM PST","24878374791","Order","112-8843431-6512240","GB-CA-02-TIGER","Grumpy Bear Camping Hatchet with Tiger Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","TOMBALL","TX","77375","MarketplaceFacilitator","29.99","2.47","2.99","0","0","0","0","0","-2.99","0","-2.47","-4.50","-5.84","0","0","19.65"
"Nov 15, 2025 2:57:59 AM PST","24878374791","Order","S01-5053203-1814822","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","MARSHALL","TX","75672","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 3:51:34 AM PST","24878374791","Order","114-9192490-9908242","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","EVANSVILLE","IN","47720","MarketplaceFacilitator","35.18","2.46","0","0","0","0","0","0","0","0","-2.46","-5.28","0","0","0","29.90"
"Nov 15, 2025 6:09:40 AM PST","24878374791","Order","114-4442090-2445050","GB-CA-02-LION","Grumpy Bear Camping Hatchet with Lion Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","ALTURAS","CA","96101","MarketplaceFacilitator","29.99","2.17","0.26","0","0","0","0","0","-0.26","0","-2.17","-4.50","0","0","0","25.49"
"Nov 15, 2025 6:23:49 AM PST","24878374791","Order","113-8743059-8741059","GB-CA-02-WOLF","Grumpy Bear Camping Hatchet with Wolf Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","SENOIA","GA","30276","MarketplaceFacilitator","29.99","2.10","0","0","0","0","0","0","0","0","-2.10","-4.50","-5.03","0","0","20.46"
"Nov 15, 2025 6:29:11 AM PST","24878374791","Order","113-5020215-9369858","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","LAPEER","MI","48446","MarketplaceFacilitator","46.99","2.09","0.50","0","0","0","0","0","-12.72","0","-2.09","-5.22","0","0","0","29.55"
"Nov 15, 2025 8:06:53 AM PST","24878374791","Order","113-0614639-9554612","Axe-F-R-S","Grumpy Bear 11"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","Tucson","AZ","85704","MarketplaceFacilitator","33.24","2.03","2.50","0.15","0","0","0","0","0","0","-2.18","-4.99","-2.50","0","0","28.25"
"Nov 15, 2025 10:23:21 AM PST","24878374791","Order","S01-6325482-3599605","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lanyard, Ideal for Bushcraft & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 11:14:07 AM PST","24878374791","Order","S01-5988352-3288454","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","MORRIS","AL","35116","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 1:46:00 PM PST","24878374791","Order","S01-8536940-4829257","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","DULUTH","GA","30097","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 2:39:06 PM PST","24878374791","Order","S01-5658548-3651661","AXE-SH-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","LENOIR","NC","28645","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 2:55:24 PM PST","24878374791","Order","113-4367341-3410661","GB-CA-02-LION","Grumpy Bear Camping Hatchet with Lion Carving, Full Tang Outdoor Axe with Decorative Handle, Durable Forged Blade for Hiking, Bushcraft, and Survival","1","amazon.com","Standard Orders","Amazon","HEMPSTEAD","NEW YORK","11550","MarketplaceFacilitator","29.99","2.59","0","0","0","0","0","0","0","0","-2.59","-4.50","-5.68","0","0","19.81"
"Nov 15, 2025 5:04:26 PM PST","24878374791","Order","S01-9970789-1519613","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","SAINT MARIES","ID","83861","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 15, 2025 5:56:57 PM PST","24878374791","Order","111-5770771-1173823","Axe-F-R-S","Grumpy Bear 11"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","RENO","NV","89506","MarketplaceFacilitator","33.24","2.75","0","0","0","0","0","0","0","0","-2.75","-4.99","0","0","0","28.25"
"Nov 15, 2025 7:08:17 PM PST","24878374791","Order","S01-8828448-9601253","AXE-WS-S","Grumpy Bear 11"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","CABOT","AR","72023","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 16, 2025 12:03:12 AM PST","24878374791","Order","111-3937463-1672231","AXE-SH-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","GRAYSON","GA","30017","MarketplaceFacilitator","46.99","2.82","0","0","0","0","0","0","0","0","-2.82","-7.05","0","0","0","39.94"
"Nov 16, 2025 12:27:13 AM PST","24878374791","Order","S01-5810967-3006827","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet – Forged High Carbon Steel Blade with Walnut Wood Handle – Shock-Absorbing, Anti-Slip Grip – Ideal for Bushcraft, Wood Splitting & Outdoor Adventures","1","sim1.stores.amazon.com","Standard Orders","Amazon","LONE PINE","CA","93545","","0","0","0","0","0","0","0","0","0","0","0","0","-11.75","0","0","-11.75"
"Nov 16, 2025 4:22:35 AM PST","24878374791","Order","114-7811998-3539443","AXE-SH-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","OMRO","WI","54963","MarketplaceFacilitator","46.99","1.88","2.99","0","0","0","0","0","-12.39","0","-1.88","-5.64","-6.44","0","0","25.51"
"Nov 16, 2025 4:44:11 AM PST","24878374791","Order","114-9059907-0046629","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","CARRIERE","MS","39426","MarketplaceFacilitator","35.18","2.46","0","0","0","0","0","0","0","0","-2.46","-5.28","0","0","0","29.90"
"Nov 16, 2025 8:00:50 AM PST","24878374791","Order","113-1048900-5502654","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","WHEATFIELD","IN","46392","MarketplaceFacilitator","46.99","3.29","1.50","0","0","0","0","0","-1.50","0","-3.29","-7.05","0","0","0","39.94"
"Nov 16, 2025 10:15:38 PM PST","24878374791","Service Fee","FBA191B7KM89","","FBA Inbound Placement Service Fee","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nov 16, 2025 11:14:50 PM PST","24878374791","Order","113-1874391-2520237","AXE-SH-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","BAKERSFIELD","CA","93308","MarketplaceFacilitator","46.99","3.10","0","0","0","0","0","0","-9.40","0","-3.10","-5.64","-6.44","0","0","25.51"
"Nov 16, 2025 11:17:52 PM PST","24878374791","Order","111-9551717-2922639","AXE-GBWS-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","PORTLAND","OR","97213","","44.99","0","0","0","0","0","0","0","-9.00","0","0","-5.40","-6.44","0","0","24.15"
"Nov 17, 2025 12:45:41 AM PST","24977935231","Debt","","","amzn1.cam.v1.sgid.24878374791","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,078.26","1,078.26"
"Nov 17, 2025 1:43:14 AM PST","24977935231","Order","113-0617463-0768249","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","Manor","Texas","78653","MarketplaceFacilitator","46.99","2.87","2.99","0","0","0","0","0","-15.21","0","-2.87","-5.22","0","0","0","29.55"
"Nov 17, 2025 6:02:04 AM PST","24977935231","Order","114-9672621-8886604","AXE-SH-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","GALT","CA","95632","MarketplaceFacilitator","46.99","3.48","2.99","0","0","0","0","0","-12.39","0","-3.48","-5.64","-6.44","0","0","25.51"
"Nov 17, 2025 7:41:00 AM PST","24977935231","Order","112-8048366-3422604","Axe-F-R-L","Grumpy Bear 15"" Survival Axe Camping Hatchet - Forged High Carbon Steel Hatchet with Spike Tail for Breaking Doors, Glass & Ice, Leather Handle & Lany","1","amazon.com","Standard Orders","Amazon","NILES","OH","44446","MarketplaceFacilitator","46.99","2.35","0","0","0","0","0","0","-12.22","0","-2.35","-5.22","0","0","0","29.55"
